Exp,Wks,BlueCol,Ind,South,SMSA,Married,Sex,Union,Ed,Black,LWage
35,47,yes,1,no,yes,yes,male,yes,12,no,6.50728
36,42,yes,1,no,yes,yes,male,yes,12,no,6.56808
37,45,yes,1,no,yes,yes,male,yes,12,no,6.66823
38,47,yes,1,no,yes,yes,male,yes,12,no,6.75577
39,47,yes,1,no,yes,yes,male,yes,12,no,6.80239
40,46,yes,1,no,yes,yes,male,yes,12,no,6.95655
27,49,yes,1,no,yes,yes,male,no,13,no,6.40523
28,46,yes,1,no,yes,yes,male,no,13,no,6.55678
29,47,yes,1,no,yes,yes,male,no,13,no,6.62007
30,47,yes,0,no,yes,yes,male,no,13,no,6.62007
31,47,yes,0,no,yes,yes,male,no,13,no,6.70319
32,48,yes,0,no,yes,yes,male,no,13,no,6.83518
33,48,yes,1,no,yes,yes,male,no,13,no,6.93049
8,49,no,0,no,yes,yes,male,no,16,no,6.47697
9,48,no,0,no,yes,yes,male,no,16,no,6.47697
10,49,no,0,no,yes,yes,male,no,16,no,6.62007
11,49,no,0,no,no,yes,male,no,16,no,6.80239
12,48,no,0,no,no,yes,male,no,16,no,6.90776
13,48,no,0,no,no,yes,male,no,16,no,6.90776
14,48,no,0,no,no,yes,male,no,16,no,7.17012
7,48,no,0,yes,yes,no,male,no,16,no,6.69703
8,49,no,0,yes,yes,no,male,no,16,no,6.80239
9,49,no,0,yes,yes,no,male,no,16,no,6.8977
10,48,no,0,yes,yes,no,male,no,16,no,6.95655
11,46,no,0,yes,yes,no,male,no,16,no,7.1309
12,48,no,0,yes,yes,no,male,no,16,no,7.24423
13,48,no,0,yes,yes,no,male,no,16,no,7.40184
11,40,no,0,no,no,yes,male,yes,17,no,6.47697
12,40,no,0,no,no,yes,male,yes,17,no,6.62007
13,42,no,0,no,no,yes,male,yes,17,no,6.62007
14,40,no,0,no,no,yes,male,yes,17,no,6.68461
15,40,no,0,no,no,yes,male,yes,17,no,6.85646
16,40,no,0,no,no,yes,male,yes,17,no,6.90776
17,42,no,0,no,no,yes,male,yes,17,no,7.00307
13,49,yes,0,no,yes,yes,male,yes,16,no,6.46147
14,49,yes,0,no,yes,yes,male,yes,16,no,6.65544
15,49,yes,0,no,yes,yes,male,yes,16,no,6.73459
16,48,no,0,no,yes,yes,male,yes,16,no,6.81344
17,47,no,0,no,yes,yes,male,yes,16,no,6.91473
18,47,no,0,no,yes,yes,male,yes,16,no,6.8533
19,47,no,0,no,yes,yes,male,yes,16,no,7.11314
3,51,yes,1,yes,no,no,male,no,13,no,5.4161
4,51,yes,1,yes,no,no,male,no,13,no,5.52146
5,51,yes,1,yes,no,no,male,no,13,no,5.59842
6,45,no,0,yes,no,no,male,no,13,no,5.70378
7,50,no,0,yes,no,no,male,no,13,no,5.76832
8,50,yes,0,yes,no,no,male,no,13,no,5.8861
9,52,yes,0,yes,no,no,male,no,13,no,5.85793
23,36,yes,1,yes,no,yes,male,no,8,yes,5.66988
24,51,yes,1,yes,no,yes,male,no,8,yes,5.99146
25,51,yes,1,yes,no,yes,male,no,8,yes,6.08677
26,24,yes,1,yes,no,yes,male,no,8,yes,6.17379
27,50,yes,1,yes,no,yes,male,no,8,yes,6.25575
28,51,yes,1,yes,no,yes,male,no,8,yes,6.43775
29,47,yes,1,yes,no,yes,male,no,8,yes,6.44572
9,51,yes,0,no,yes,yes,male,no,13,no,5.16479
10,47,no,0,no,yes,yes,male,no,13,no,5.62762
11,50,yes,0,no,no,yes,male,no,13,no,5.84354
12,48,yes,0,no,no,yes,male,no,13,no,5.96101
13,47,yes,0,no,no,yes,male,yes,13,no,6.02828
14,47,yes,0,no,no,yes,male,yes,13,no,6.15273
15,49,yes,0,no,no,yes,male,no,13,no,6.24611
10,48,no,0,yes,no,yes,male,no,10,no,5.52146
11,52,yes,0,yes,no,yes,male,no,10,no,5.70378
12,51,yes,1,yes,no,yes,male,no,10,no,6.20456
13,50,yes,0,yes,no,yes,male,no,10,no,6.05912
14,39,yes,0,yes,no,yes,male,no,10,no,6.19848
15,29,yes,1,yes,no,yes,male,no,10,no,6.16121
16,39,yes,0,yes,no,yes,male,no,10,no,6.2804
37,44,yes,0,no,no,yes,male,no,12,no,5.70378
38,52,yes,0,yes,yes,no,male,no,12,no,5.78383
39,46,yes,0,yes,yes,no,male,no,12,no,5.78383
40,48,yes,0,yes,yes,no,male,no,12,no,6.16331
41,49,yes,0,yes,yes,no,male,no,12,no,6.21461
42,50,yes,0,yes,yes,no,male,no,12,no,6.21461
43,50,yes,0,yes,yes,no,male,no,12,no,6.30992
10,50,yes,0,no,no,no,female,no,8,no,5.42935
11,50,yes,0,no,no,no,female,no,8,no,5.47227
12,50,yes,0,no,no,no,female,no,8,no,5.64545
13,50,yes,0,no,no,no,female,no,8,no,5.68698
14,37,yes,0,no,no,no,female,no,8,no,5.85793
15,50,yes,0,no,no,no,female,no,8,no,5.95324
16,50,yes,0,no,no,no,female,no,8,no,6.05209
5,48,no,1,no,no,yes,male,no,17,no,6.74524
6,50,no,1,no,no,yes,male,no,17,no,6.81674
7,50,no,1,no,no,yes,male,no,17,no,6.65929
8,50,no,1,no,no,yes,male,no,17,no,7.09008
9,50,no,1,no,no,yes,male,no,17,no,7.07918
10,50,no,1,no,no,yes,male,no,17,no,6.98472
11,50,no,1,no,no,yes,male,no,17,no,7.26193
6,46,yes,0,no,yes,yes,male,yes,16,no,6.35437
7,48,yes,0,no,yes,yes,male,yes,16,no,6.33683
8,47,yes,0,no,yes,yes,male,yes,16,no,6.43775
9,49,yes,0,no,yes,yes,male,yes,16,no,6.39693
10,49,no,0,no,yes,yes,male,no,16,no,7.23346
11,49,no,0,no,yes,yes,male,no,16,no,7.35883
12,50,yes,0,no,yes,yes,male,no,16,no,7.17319
22,50,yes,0,yes,no,yes,male,yes,12,no,6.62007
23,49,yes,0,yes,no,yes,male,yes,12,no,6.66568
24,44,yes,0,yes,no,yes,male,yes,12,no,6.81454
25,38,yes,0,yes,no,yes,male,yes,12,no,6.88857
26,49,yes,0,yes,no,yes,male,yes,12,no,6.9575
27,50,yes,0,yes,no,yes,male,yes,12,no,6.93342
28,36,yes,0,yes,no,yes,male,yes,12,no,7.06561
12,47,yes,0,no,yes,no,male,yes,12,no,6.12249
13,46,yes,0,no,yes,no,male,yes,12,no,6.08904
14,47,yes,0,no,yes,no,male,yes,12,no,6.29157
15,42,yes,0,no,yes,no,male,yes,12,no,6.39693
16,48,yes,0,no,yes,no,male,yes,12,no,6.49072
17,47,yes,0,no,yes,no,male,yes,12,no,6.59715
18,46,yes,0,no,yes,no,male,yes,12,no,6.56386
38,42,no,0,yes,yes,yes,male,no,17,yes,6.58617
39,34,no,0,yes,yes,yes,male,no,17,yes,6.62007
40,48,no,0,yes,yes,yes,male,no,17,yes,6.62007
41,46,no,0,yes,yes,yes,male,no,17,yes,6.40192
42,49,no,0,yes,yes,yes,male,no,17,yes,6.77422
43,34,no,0,yes,yes,yes,male,no,17,yes,6.9256
44,47,no,0,yes,yes,yes,male,no,17,yes,6.70073
15,51,yes,1,no,no,yes,male,yes,7,no,6.16331
16,49,yes,1,no,no,yes,male,yes,7,no,6.22654
17,50,yes,1,no,no,yes,male,yes,7,no,6.32077
18,50,yes,1,no,no,no,male,yes,7,no,6.4552
19,48,yes,1,no,no,no,male,yes,7,no,6.51471
20,50,yes,1,no,no,no,male,yes,7,no,6.62007
21,49,yes,1,no,no,no,male,yes,7,no,6.66823
3,37,no,0,yes,yes,no,female,no,12,no,6.21461
4,49,no,0,yes,yes,no,female,no,12,no,6.71538
5,38,no,0,yes,yes,no,female,no,12,no,6.43775
6,49,no,0,yes,yes,no,female,no,12,no,6.65673
7,39,no,1,yes,yes,no,female,no,12,no,6.65929
8,51,no,1,yes,yes,no,female,no,12,no,6.86485
9,48,no,0,yes,yes,no,female,no,12,no,6.65286
12,41,yes,0,no,yes,yes,male,yes,14,no,6.54247
13,49,yes,0,no,yes,yes,male,yes,14,no,6.60259
14,32,yes,0,no,yes,yes,male,yes,14,no,6.74641
15,50,yes,0,no,yes,yes,male,yes,14,no,6.86485
16,46,yes,0,no,yes,yes,male,yes,14,no,6.95845
17,49,yes,0,no,yes,yes,male,yes,14,no,7.01392
18,49,yes,0,no,yes,yes,male,yes,14,no,7.11558
5,49,no,1,no,yes,yes,male,no,15,no,6.3699
6,48,no,1,no,yes,yes,male,no,15,no,6.39693
7,48,no,1,no,yes,yes,male,no,15,no,6.55962
8,48,no,0,no,yes,yes,male,no,15,no,6.73102
9,48,no,0,no,yes,yes,male,no,15,no,6.86485
10,47,no,1,no,yes,yes,male,no,15,no,7.15462
11,49,no,1,no,yes,yes,male,no,15,no,7.2724
11,48,no,0,no,no,yes,male,no,12,yes,6.05209
12,47,no,0,no,no,yes,male,no,12,yes,6.02345
13,50,no,0,no,no,yes,male,no,12,yes,6.30992
14,50,no,0,no,yes,yes,male,no,12,yes,6.38012
15,49,no,0,no,yes,yes,male,no,12,yes,6.65929
16,49,no,0,no,yes,yes,male,no,12,yes,6.68461
17,49,no,0,no,yes,yes,male,no,12,yes,6.73934
1,48,no,0,no,yes,no,female,no,12,no,6.21461
2,48,no,0,no,yes,no,female,no,12,no,6.21461
3,48,no,0,no,yes,no,female,no,12,no,6.30992
4,48,no,0,no,yes,no,female,no,12,no,6.39693
5,47,no,0,no,yes,no,female,no,12,no,6.21461
6,47,no,0,no,yes,no,female,no,12,no,6.39693
7,49,no,0,no,yes,no,female,no,12,no,6.65286
10,39,yes,0,no,yes,yes,male,yes,7,no,6.34388
11,21,yes,1,no,yes,yes,male,yes,7,no,6.41346
12,40,yes,1,no,yes,yes,male,yes,7,no,6.72743
13,50,yes,1,no,yes,yes,male,yes,7,no,6.76504
14,50,yes,1,no,yes,yes,male,yes,7,no,6.85646
15,43,yes,1,no,yes,yes,male,yes,7,no,7.00307
16,42,yes,1,no,yes,yes,male,yes,7,no,7.17012
5,50,yes,0,yes,no,yes,male,yes,14,no,6.47697
6,49,yes,0,yes,no,yes,male,yes,14,no,6.58617
7,45,yes,0,yes,no,yes,male,yes,14,no,6.7334
8,38,yes,0,yes,no,yes,male,yes,14,no,6.81344
9,48,yes,0,yes,no,yes,male,yes,14,no,6.9613
10,17,no,0,yes,no,yes,male,no,14,no,6.50279
11,47,no,0,yes,no,yes,male,yes,14,no,6.70196
33,49,yes,1,yes,no,yes,male,yes,7,no,5.99146
34,34,yes,1,yes,no,yes,male,no,7,no,6.17794
35,51,yes,1,yes,no,yes,male,no,7,no,6.17794
36,50,yes,1,yes,no,yes,male,yes,7,no,6.39693
37,50,yes,1,yes,no,yes,male,yes,7,no,6.50129
38,46,yes,1,yes,no,yes,male,yes,7,no,6.60665
39,31,yes,1,yes,no,yes,male,yes,7,no,6.90776
11,36,no,0,no,yes,yes,male,yes,17,no,6.79122
12,36,no,0,no,yes,yes,male,yes,17,no,6.84588
13,38,no,0,no,yes,yes,male,yes,17,no,6.87213
14,36,no,0,no,yes,yes,male,yes,17,no,6.95655
15,38,no,0,no,yes,yes,male,yes,17,no,7.09672
16,41,no,0,no,yes,yes,male,yes,17,no,7.16085
17,34,no,0,no,yes,yes,male,yes,17,no,7.16085
37,48,yes,1,no,yes,yes,male,yes,8,no,6.28413
38,48,yes,1,no,yes,yes,male,yes,8,no,6.32794
39,35,yes,1,no,yes,yes,male,yes,8,no,6.47697
40,47,yes,1,no,yes,yes,male,yes,8,no,6.50429
41,46,yes,1,no,yes,yes,male,yes,8,no,6.58755
42,47,yes,1,no,yes,yes,male,yes,8,no,6.76504
43,47,yes,1,no,yes,yes,male,yes,8,no,6.81014
29,50,no,1,no,yes,yes,male,no,16,no,6.90575
30,50,no,1,no,yes,yes,male,no,16,no,6.90575
31,50,no,1,no,yes,yes,male,no,16,no,7.34601
32,49,no,1,no,yes,yes,male,no,16,no,7.20786
33,49,no,1,no,yes,yes,male,no,16,no,7.52294
34,48,no,1,no,yes,yes,male,no,16,no,7.67601
35,49,no,1,no,yes,yes,male,no,16,no,7.78322
30,39,yes,0,yes,no,yes,male,no,11,no,6.10925
31,50,yes,0,yes,no,yes,male,no,11,no,6.22654
32,50,yes,0,yes,no,yes,male,no,11,no,6.31355
33,49,yes,0,yes,no,yes,male,no,11,no,6.41999
34,49,yes,0,yes,no,no,male,no,11,no,6.51471
35,49,yes,0,yes,no,no,male,no,11,no,6.62804
36,48,yes,0,yes,no,no,male,no,11,no,6.83195
16,50,no,1,yes,yes,yes,male,no,17,no,6.72743
17,52,no,1,yes,yes,yes,male,no,17,no,6.8977
18,52,no,0,yes,yes,yes,male,no,17,no,6.98379
19,52,no,1,yes,yes,yes,male,no,17,no,7.07918
20,50,no,1,yes,yes,yes,male,no,17,no,7.17012
21,50,no,1,yes,yes,yes,male,no,17,no,7.14756
22,50,no,1,yes,yes,yes,male,no,17,no,7.36518
12,49,yes,1,no,yes,no,male,no,12,no,5.78074
13,49,yes,1,no,yes,no,male,no,12,no,5.826
14,50,yes,1,no,yes,no,male,no,12,no,5.84644
15,45,yes,1,no,yes,no,male,no,12,no,5.95584
16,47,yes,1,no,yes,no,male,no,12,no,6.06611
17,45,no,1,no,yes,no,male,no,12,no,6.19032
18,49,yes,1,no,yes,no,male,no,12,no,6.23637
8,44,yes,0,no,yes,yes,male,no,11,no,5.99146
9,51,yes,0,no,yes,yes,male,no,11,no,6.10925
10,51,yes,0,no,yes,yes,male,no,11,no,6.39693
11,51,yes,0,no,yes,yes,male,no,11,no,6.39693
12,50,yes,0,no,yes,yes,male,no,11,no,6.47697
13,51,yes,0,no,yes,yes,male,no,11,no,6.47697
14,51,yes,0,no,yes,yes,male,no,11,no,6.55108
29,47,yes,1,no,yes,yes,male,no,14,no,6.69703
30,47,yes,1,no,yes,yes,male,no,14,no,6.79682
31,36,yes,1,no,yes,yes,male,no,14,no,6.89467
32,46,yes,1,no,yes,yes,male,no,14,no,6.96885
33,43,no,1,no,yes,no,male,no,14,no,6.9256
34,44,yes,1,no,yes,yes,male,no,14,no,7.18007
35,45,no,1,no,yes,yes,male,no,14,no,7.17242
3,50,no,1,no,yes,no,male,no,17,no,6.68461
4,50,no,1,no,yes,no,male,no,17,no,6.80239
5,49,no,1,no,yes,no,male,no,17,no,6.90776
6,48,no,1,no,yes,no,male,no,17,no,7.04752
7,49,no,1,no,yes,no,male,no,17,no,7.04752
8,49,no,1,no,yes,no,male,no,17,no,7.31322
9,49,no,1,no,yes,no,male,no,17,no,7.43838
14,35,no,0,no,yes,yes,male,no,16,no,6.30992
15,35,no,0,no,yes,yes,male,no,16,no,6.58617
16,44,no,0,no,yes,yes,male,no,16,no,6.62007
17,43,no,0,no,yes,yes,male,no,16,no,6.90776
18,42,no,0,no,yes,yes,male,no,16,no,6.96602
19,42,no,0,no,yes,yes,male,no,16,no,7.06902
20,43,no,0,no,yes,yes,male,no,16,no,6.95655
17,52,yes,1,yes,yes,no,male,no,7,no,5.73657
18,51,yes,1,yes,yes,no,male,no,7,no,5.81413
19,50,yes,1,yes,yes,no,male,no,7,no,5.8999
20,50,yes,1,yes,yes,no,male,no,7,no,5.94017
21,50,yes,1,yes,yes,no,male,no,7,no,6.13123
22,49,yes,1,yes,yes,no,male,no,7,no,6.13123
23,48,yes,1,yes,yes,no,male,no,7,no,6.10925
11,49,no,0,yes,yes,no,male,no,14,no,6.67203
12,48,no,0,yes,yes,no,male,no,14,no,6.84268
13,47,no,0,yes,yes,no,male,no,14,no,6.84055
14,48,no,0,yes,yes,no,male,no,14,no,6.85646
15,49,no,0,yes,yes,no,male,no,14,no,6.99485
16,46,no,0,yes,yes,yes,male,no,14,no,7.05618
17,47,no,0,yes,yes,yes,male,no,14,no,7.29709
6,49,no,0,yes,yes,yes,male,no,12,no,6.36303
7,51,no,0,yes,yes,yes,male,no,12,no,6.47697
8,50,no,0,yes,yes,yes,male,no,12,no,6.57228
9,49,no,0,yes,yes,yes,male,no,12,no,6.65929
10,49,no,0,yes,yes,yes,male,no,12,no,6.80239
11,48,no,0,yes,yes,yes,male,no,12,no,6.58893
12,49,no,1,yes,yes,yes,male,no,12,no,6.76849
31,47,no,1,no,yes,yes,male,no,12,no,6.90575
32,48,no,1,no,yes,yes,male,no,12,no,6.90575
33,48,no,1,no,yes,yes,male,no,12,no,7.1309
34,45,no,1,no,yes,yes,male,no,12,no,7.1309
35,41,no,1,no,yes,yes,male,no,12,no,7.31322
36,42,no,1,no,yes,yes,male,no,12,no,7.32975
37,47,no,1,no,yes,yes,male,no,12,no,7.49554
15,31,yes,1,no,no,yes,male,yes,12,no,6.24611
16,51,yes,1,no,no,yes,male,no,12,no,6.21461
17,45,yes,1,no,no,yes,male,yes,12,no,6.47697
18,49,yes,1,no,no,yes,male,yes,12,no,6.49677
19,48,yes,1,no,no,yes,male,yes,12,no,6.61473
20,47,yes,1,no,no,yes,male,yes,12,no,6.74524
21,45,yes,1,no,no,yes,male,yes,12,no,7.1309
25,48,no,1,no,yes,yes,male,yes,12,no,6.74524
26,48,no,1,no,yes,yes,male,no,12,no,6.81344
27,48,no,1,no,yes,yes,male,no,12,no,6.87213
28,47,no,1,no,yes,yes,male,no,12,no,7.10661
29,47,no,1,no,yes,yes,male,no,12,no,7.24423
30,47,yes,1,no,yes,yes,male,no,12,no,7.2998
31,49,no,1,no,yes,yes,male,no,12,no,7.37776
37,47,no,1,no,yes,yes,male,yes,12,no,6.50728
38,46,no,1,no,yes,yes,male,yes,12,no,6.55108
39,46,no,1,no,yes,yes,male,yes,12,no,6.8773
40,46,no,1,no,yes,yes,male,yes,12,no,6.55108
41,47,no,1,no,yes,yes,male,yes,12,no,7.04752
42,47,no,1,no,yes,yes,male,yes,12,no,6.83411
43,40,no,1,no,yes,yes,male,yes,12,no,6.74524
6,50,yes,0,no,no,no,male,no,13,no,6.10925
7,49,yes,0,no,no,no,male,no,13,no,6.31355
8,49,yes,0,no,no,no,male,no,13,no,6.45362
9,49,no,0,no,yes,no,male,no,13,no,6.68461
10,51,no,0,no,yes,no,male,no,13,no,6.79122
11,52,no,0,no,yes,no,male,no,13,no,6.83518
12,49,no,0,no,yes,no,male,no,13,no,6.96791
19,49,no,0,no,yes,no,male,no,13,no,6.90575
20,49,no,0,no,yes,no,male,no,13,no,6.90575
21,49,no,0,no,yes,no,male,no,13,no,7.1107
22,48,no,0,no,yes,no,male,no,13,no,7.25134
23,46,no,0,no,yes,no,male,no,13,no,7.34601
24,46,no,0,no,yes,no,male,no,13,no,7.34601
25,48,no,0,no,yes,no,male,no,13,no,7.2998
27,39,no,0,no,yes,yes,male,no,17,no,6.90575
28,36,no,0,no,yes,yes,male,no,17,no,6.90575
29,50,no,0,no,yes,yes,male,no,17,no,7.17012
30,48,no,0,no,yes,yes,male,no,17,no,7.4553
31,48,no,0,no,yes,yes,male,no,17,no,7.56008
32,39,no,0,no,yes,yes,male,no,17,no,7.37212
33,39,no,0,no,yes,yes,male,no,17,no,7.75577
29,50,no,0,no,yes,yes,male,no,17,no,6.28972
30,50,no,0,no,yes,yes,male,no,17,no,6.3613
31,50,no,0,no,no,yes,male,no,17,no,6.43615
32,50,no,0,no,no,yes,male,no,17,no,6.43455
33,49,no,0,no,no,yes,male,no,17,no,6.41182
34,49,no,0,no,no,yes,male,no,17,no,6.3699
35,49,no,0,no,no,yes,male,no,17,no,6.4677
14,49,no,1,no,no,yes,male,no,12,no,6.69456
15,49,no,1,no,no,yes,male,no,12,no,6.76849
16,49,no,1,no,no,yes,male,no,12,no,6.90776
17,49,no,1,no,no,yes,male,no,12,no,7.03966
18,49,no,1,no,no,yes,male,no,12,no,7.02554
19,49,no,1,no,no,yes,male,no,12,no,7.22766
20,48,yes,1,no,no,yes,male,no,12,no,7.21229
14,50,yes,1,no,no,yes,male,yes,14,no,6.74052
15,50,yes,1,no,no,yes,male,yes,14,no,6.82979
16,49,yes,1,no,no,yes,male,yes,14,no,6.80239
17,48,yes,1,no,no,yes,male,yes,14,no,6.94698
18,50,yes,1,no,no,yes,male,yes,14,no,7.01031
19,49,yes,1,no,no,yes,male,yes,14,no,7.13569
20,48,yes,1,no,no,yes,male,yes,14,no,7.06817
14,38,no,0,no,yes,no,female,no,17,no,6.57925
15,36,no,0,no,yes,no,female,yes,17,no,6.39693
16,39,no,0,no,yes,no,female,yes,17,no,6.62007
17,42,no,0,no,yes,no,female,yes,17,no,6.7093
18,39,no,0,no,yes,no,female,yes,17,no,6.76849
19,27,no,0,no,yes,no,female,yes,17,no,6.93537
20,43,no,0,no,yes,no,female,yes,17,no,7.04752
25,41,yes,1,no,no,yes,male,yes,9,no,6.58617
26,48,yes,1,no,no,yes,male,yes,9,no,6.68461
27,48,yes,1,no,no,yes,male,yes,9,no,6.71538
28,47,yes,1,no,no,yes,male,yes,9,no,6.77422
29,41,yes,1,no,no,yes,male,yes,9,no,6.85646
30,43,yes,1,no,no,yes,male,yes,9,no,6.91672
31,47,yes,1,no,no,yes,male,yes,9,no,6.99942
16,50,no,0,no,yes,yes,male,no,17,no,6.90575
17,50,no,0,no,yes,yes,male,no,17,no,6.90575
18,51,no,0,no,yes,yes,male,no,17,no,8.08641
19,49,no,0,no,yes,yes,male,no,17,no,8.22951
20,52,no,0,no,yes,yes,male,no,17,no,7.90986
21,50,no,1,no,yes,yes,male,no,17,no,8.12089
22,50,no,0,no,yes,yes,male,no,17,no,8.537
14,51,yes,1,no,yes,yes,male,no,12,no,6.24417
15,50,yes,1,no,yes,yes,male,no,12,no,6.39693
16,50,yes,1,no,yes,yes,male,no,12,no,6.90776
17,49,yes,1,no,yes,yes,male,no,12,no,6.90776
18,50,yes,1,no,yes,yes,male,no,12,no,6.77194
19,50,yes,1,no,yes,yes,male,no,12,no,6.86693
20,49,yes,1,no,yes,yes,male,no,12,no,6.90776
13,51,no,1,no,yes,yes,male,no,16,no,6.90575
14,49,no,1,no,yes,yes,male,no,16,no,6.90575
15,49,no,1,no,no,no,male,no,16,no,7.46737
16,48,no,1,no,no,no,male,no,16,no,7.52294
17,49,no,1,no,no,no,male,no,16,no,7.6009
18,50,no,1,no,no,no,male,no,16,no,7.50769
19,49,no,1,no,no,no,male,no,16,no,7.64969
15,49,yes,0,no,no,yes,male,yes,12,no,6.62007
16,48,yes,0,no,no,yes,male,yes,12,no,6.71417
17,48,yes,0,no,no,yes,male,yes,12,no,6.81892
18,49,yes,0,no,no,yes,male,yes,12,no,6.97635
19,48,yes,0,no,no,yes,male,yes,12,no,6.92658
20,49,yes,0,no,no,yes,male,yes,12,no,7.00307
21,50,yes,0,no,no,yes,male,yes,12,no,7.00307
27,47,yes,1,yes,no,yes,male,yes,8,no,6.30992
28,43,yes,1,yes,no,yes,male,yes,8,no,6.55108
29,50,yes,1,yes,no,yes,male,yes,8,no,6.56526
30,47,yes,1,yes,no,yes,male,yes,8,no,6.74524
31,47,yes,1,yes,no,yes,male,yes,8,no,6.93925
32,39,yes,1,yes,no,yes,male,yes,8,no,6.95655
33,29,yes,1,yes,no,yes,male,yes,8,no,7.00307
28,49,no,0,yes,no,yes,male,no,16,no,6.8977
29,50,no,0,yes,no,yes,male,no,16,no,6.90575
30,49,no,0,yes,no,yes,male,no,16,no,7.17012
31,49,no,0,yes,no,yes,male,no,16,no,7.31322
32,49,no,0,yes,no,yes,male,no,16,no,7.37776
33,49,no,0,yes,no,yes,male,no,16,no,7.49554
34,47,no,0,yes,no,yes,male,no,16,no,7.49554
14,38,yes,1,yes,yes,yes,male,yes,12,no,6.22059
15,49,yes,1,yes,yes,yes,male,yes,12,no,6.30079
16,49,yes,1,yes,yes,yes,male,yes,12,no,6.37673
17,49,yes,1,yes,yes,yes,male,yes,12,no,6.50129
18,49,yes,1,yes,yes,yes,male,yes,12,no,6.62007
19,49,yes,1,yes,yes,yes,male,yes,12,no,6.78672
20,49,yes,1,yes,yes,yes,male,yes,12,no,6.91672
3,38,yes,1,no,no,yes,male,no,12,no,6.41673
4,51,yes,1,no,no,yes,male,no,12,no,6.4892
5,49,yes,1,no,no,yes,male,no,12,no,6.6174
6,51,yes,1,no,no,yes,male,no,12,no,6.70564
7,51,yes,1,no,no,yes,male,no,12,no,6.85646
8,50,yes,0,no,no,yes,male,no,12,no,6.43775
9,52,yes,0,no,no,yes,male,no,12,no,5.7462
28,51,yes,0,no,yes,yes,male,yes,14,no,6.83518
29,48,yes,0,no,yes,yes,male,yes,14,no,6.90575
30,48,yes,0,no,yes,yes,male,yes,14,no,7.08171
31,45,yes,0,no,yes,yes,male,yes,14,no,7.09838
32,48,yes,0,no,yes,yes,male,yes,14,no,7.37776
33,49,yes,0,no,yes,yes,male,yes,14,no,7.43838
34,37,yes,0,no,yes,yes,male,yes,14,no,7.35244
27,48,yes,0,no,no,yes,male,no,12,no,5.52146
28,30,yes,0,no,no,yes,male,no,12,no,5.89715
29,50,yes,1,no,no,yes,male,yes,12,no,6.35611
30,50,yes,1,no,no,yes,male,yes,12,no,6.47697
31,49,yes,1,no,no,yes,male,yes,12,no,6.54679
32,42,yes,1,no,no,yes,male,yes,12,no,6.65673
33,41,yes,1,no,yes,yes,male,no,12,no,6.76273
31,49,no,1,no,yes,yes,male,yes,8,no,6.07074
32,48,no,1,no,yes,yes,male,yes,8,no,6.12687
33,49,no,1,no,yes,yes,male,yes,8,no,6.21461
34,49,no,0,no,yes,yes,male,yes,8,no,6.27288
35,49,no,0,no,yes,yes,male,yes,8,no,6.32794
36,49,yes,0,no,yes,yes,male,yes,8,no,6.44413
37,49,yes,1,no,yes,yes,male,yes,8,no,6.49072
31,46,no,1,no,yes,yes,male,yes,8,no,6.48311
32,45,no,1,no,yes,yes,male,yes,8,no,6.52503
33,46,no,1,no,yes,yes,male,yes,8,no,6.608
34,46,no,0,no,yes,yes,male,yes,8,no,6.71538
35,46,no,0,no,yes,yes,male,yes,8,no,6.84055
36,46,no,1,no,yes,yes,male,yes,8,no,6.96979
37,46,yes,1,no,yes,yes,male,yes,8,no,7.04752
30,45,yes,1,no,yes,yes,male,yes,8,no,6.48311
31,43,yes,1,no,yes,yes,male,yes,8,no,6.55393
32,45,yes,1,no,yes,yes,male,yes,8,no,6.59987
33,45,yes,1,no,yes,yes,male,yes,8,no,6.7093
34,43,yes,1,no,yes,yes,male,yes,8,no,6.85646
35,38,yes,1,no,yes,yes,male,yes,8,no,6.96791
36,41,yes,1,no,yes,yes,male,yes,8,no,7.06219
21,51,no,0,yes,no,yes,male,no,17,no,6.90575
22,51,no,0,yes,no,yes,male,no,17,no,6.90575
23,50,no,0,yes,no,yes,male,no,17,no,7.43838
24,50,no,0,yes,no,yes,male,no,17,no,7.49554
25,51,no,0,yes,no,yes,male,no,17,no,7.57558
26,46,no,0,yes,no,yes,male,no,17,no,7.64969
27,50,no,0,yes,no,yes,male,no,17,no,7.54697
19,51,yes,1,yes,yes,yes,male,yes,12,yes,6.32794
20,50,yes,1,yes,yes,yes,male,yes,12,yes,6.47697
21,50,yes,1,yes,yes,yes,male,yes,12,yes,6.58617
22,50,yes,1,yes,yes,yes,male,yes,12,yes,6.68461
23,50,yes,1,yes,yes,yes,male,yes,12,yes,6.68461
24,50,yes,1,yes,yes,yes,male,yes,12,yes,6.94119
25,40,yes,1,yes,yes,yes,male,yes,12,yes,7.04752
4,47,yes,1,no,no,no,male,yes,12,no,5.72031
5,48,yes,1,no,no,no,male,yes,12,no,5.95842
6,51,yes,1,no,no,no,male,yes,12,no,6.02102
7,49,yes,1,no,no,no,male,yes,12,no,6.21461
8,49,yes,1,no,no,no,male,yes,12,no,6.29157
9,48,yes,1,no,no,no,male,yes,12,no,6.37161
10,49,yes,1,no,no,no,male,yes,12,no,6.45362
15,49,no,0,no,no,yes,male,no,12,no,6.65286
16,49,no,0,no,no,yes,male,no,12,no,6.77422
